counter,Session.ID,FailingMethod,Question.ID,Answer.duration_seconds,Answer.timestamp,Answer.confidence,Answer.difficulty,TP,TN,FN,FP,Answer.option,Answer.order,Answer.explanation,Code.LOC,Code.complexity,Worker.ID,Worker.score,Worker.profession,Worker.yearsOfExperience,Worker.age,Worker.gender,Worker.whereLearnedToCode,Worker.country,Worker.programmingLanguage
1947,312Ai-8g1a5-23,HIT06_51,96,87.86,Wed 2015 Jul 08 00:23:18.93,1,5,0,1,0,0,NO,3,"could not establish relationship between the ""test"" and the ""source code""",1,1,611eg3E-4C-3-1-2,3,Professional_Developer,14,37,Male,University;Web,PHILIPPINES,PHP; VBA
1948,300aA-1c4a-47-1,HIT06_51,96,169.926,Wed 2015 Jul 08 03:39:45.93,4,3,0,1,0,0,NO,3,The function is should be working.,1,1,729GG8e-8G-263:66AA0C-8E701,5,Graduate_Student,10,25,Male,High School;University;Web,US,C++
1949,294IA6I-2e-2-96,HIT06_51,96,142.079,Wed 2015 Jul 08 04:16:33.05,5,2,0,0,0,1,YES,3,Correct the while loop. The problem might be solved.,1,1,740Ce1I9I-71-7,5,Professional_Developer,20,33,Male,University,India,PHP
1950,288Ia6C0e459,HIT06_51,96,550.705,Wed 2015 Jul 08 08:52:05.20,0,4,0,0,0,0,IDK,3,The invocation of valueOf is definitely not the cause of the failure; it is used just as it should be.  The call to add may cause the failure; but it is hard to say for sure.  It calls several other methods; and without knowing what each of these functions do I can not say what exactly happens.,1,1,844Cg1g5e1-17:255ei-8G8E85-8,3,Undergraduate_Student,5,19,Male,High School;University;Web,United States,C++; Java
1951,282ia-9E-5a4-21,HIT06_51,96,136.954,Wed 2015 Jul 08 11:38:04.82,0,5,0,0,0,0,IDK,3,really no idea....its really tough,1,1,922iC0E-2E713:117cA2E0I8-80,5,Hobbyist,1,34,Male,Web,india,php
1952,270ic8A-6c-9-1-3,HIT06_51,96,337.161,Wed 2015 Jul 08 15:15:47.29,4,2,0,1,0,0,NO,3,Ideally it should go into the if block of 247-262 .,1,1,966EA3a-3A1-1-5,5,Professional_Developer,8,33,Male,University;Web,India,C#
1953,258ge0I-2e6-26,HIT06_51,96,249.747,Wed 2015 Jul 08 19:05:25.83,2,4,0,1,0,0,NO,3,I don't see why called the method 'add' for the String value of (double)x should be a problem.,1,1,1176aG-6g3A-509,3,Undergraduate_Student,2,23,Male,University;Web,U.S.A.,Java
1954,264cC-8E4G6-59,HIT06_51,96,184.804,Wed 2015 Jul 08 19:28:03.62,0,5,0,0,0,0,IDK,3,"It all depends on what === says ... you would think that a long of 0 would equal a double of 0 ... both would be 0 so line 263 would never be executed.  Though this does remind me of the old Control Data computers where -0 ""a thing"" and not equal to 0.  1's complement machine as I recall.",1,1,67AI-8G5A71-3:163Aa0i0a963:161eg5c5I-649,5,Other,30,61,Male,High School;University;Other Leanred more experts at work,US,none at present; most C and ksh in past; C++;
1955,246eg0c2A-584,HIT06_51,96,127.505,Wed 2015 Jul 08 20:42:34.30,0,3,0,0,0,0,IDK,3,It is hard to tell because I am not familiar with maybeEndStatement() function; unless this is a function specific to this program.,1,1,1231Ce3g6C290,5,Professional_Developer,10,31,Male,High School;University,United States of America,PHP
1956,39gE-6i-7c-67-3,HIT06_51,96,202.914,Fri 2015 Jul 10 20:50:35.21,5,1,0,1,0,0,NO,3,This will just convert the double value to string; no comparison failure error here,1,1,15GG-1G-6I44-8:1540CE2g-7G26-4,5,Professional_Developer,10,32,Male,University;Web,USA,php
1957,33cC-2a-5e054,HIT06_51,96,29.302,Sat 2015 Jul 11 03:15:49.73,4,4,0,1,0,0,NO,3,I do not believe this is causing the failure.,1,1,100iI-7A-7g-505:15ge-4I9c-31-7,5,Hobbyist,4,28,Male,Web;Other books,United States,javascript
1958,32ge9c1E-6-80,HIT06_51,96,138.443,Sat 2015 Jul 11 11:16:31.78,5,2,0,1,0,0,NO,3,This should convert the var x to a string correctly. Also; if this was causing an error it would not be the error you got above. It would be something about a bad param either in add or valueof.,1,1,1600Cc-8c9E841:67GE4A0g-870,4,Undergraduate_Student,3,20,Male,High School;University;Web,USA,C++
1959,18Ig0a0E-7-1-8,HIT06_51,96,90.86,Sun 2015 Jul 12 00:39:21.00,5,2,0,1,0,0,NO,3,  (long x) == x so the code at line 263 is not executed as a part of this test,1,1,66Ig3i-8i-7-4-5,5,Hobbyist,10,32,Female,University;Web,USA,python
1960,8gE-3g-1e-24-9,HIT06_51,96,8.591,Sun 2015 Jul 12 10:35:28.72,4,4,0,1,0,0,NO,3,there is not an issue,1,1,4IC-5i7I612:81ia8g6g-3-69:10IE-1i1e662,4,Graduate_Student,1,29,Male,University,INDIA,java
1961,940ea4c-9A9-59,HIT08_54,117,81.544,Tue 2015 Jul 07 15:10:27.93,3,3,0,1,0,0,NO,2,The logic is correct; the problem lies with a bug stated here: https://issues.apache.org/jira/browse/LANG-328,3,3,52ce6C-7G-1-1-1,3,Undergraduate_Student,5,20,Male,High School;University;Web,USA,Java; Javascript; C#
1962,932aE1a7A-5-30,HIT08_54,117,116.229,Tue 2015 Jul 07 15:29:23.30,5,1,0,1,0,0,NO,2,The character at ordinal 2 would be an underscore and it would pass over the condition.,3,3,94iC8I-7g2-6-9:176ac-2C-6e7-94,3,Professional_Developer,25,42,Male,High School;University;Web,United States of America,C#; C++
1963,924IC1C2A-57-3,HIT08_54,117,60.532,Tue 2015 Jul 07 15:54:26.63,5,1,0,1,0,0,NO,2,The char at index 2 is an underscore so this code is not executed. It is not the source of the exception.,3,3,33ac-3i3I5-8-3:72ag4C-7e4-1-9,5,Hobbyist,13,39,Male,Web,United States of America,Python; Elixir
1964,916ai1c6i-1-4-4,HIT08_54,117,65.45,Tue 2015 Jul 07 16:25:01.72,5,1,0,1,0,0,NO,2,the character at that position is indeed an underscore; so the throw does not occur at line 111,3,3,208ae5c-5e-2-5-1,5,Hobbyist,20,46,Male,University;Web;Other autodidact,united states,python
1965,908gc0I-4c-2-63,HIT08_54,117,121.716,Tue 2015 Jul 07 17:14:34.84,4,3,0,1,0,0,NO,2,char at position 2 is '_'; so exception will not be thrown.,3,3,251cg0c6g505,4,Hobbyist,4,38,Male,High School;Web,Serbia,python
1966,900Ge-9E-6A00-6,HIT08_54,117,175.759,Tue 2015 Jul 07 18:21:16.27,5,1,0,1,0,0,NO,2,It is checking for an underscore at index 2; which should always be there. The format should be a two character language code followed by an underscore. So I believe that check between lines 110 and 112 is valid and not related to the failure.,3,3,333aA2c-1a4-28,5,Professional_Developer,32,48,Male,High School;University;Web,United States,C++; PHP; JavaScript; HTML
1967,884ie3e-3A-66-7,HIT08_54,117,172.793,Tue 2015 Jul 07 20:47:02.67,5,1,0,1,0,0,NO,2,The condition is at line 115. ,3,3,471gc-7A-8e4-73,3,Professional_Developer,18,35,Male,High School;Web;Other Books,USA,6
1968,868CE0I-3E-5-52,HIT08_54,117,160.831,Tue 2015 Jul 07 21:43:56.01,4,1,0,1,0,0,NO,2,That if statement is only looking at the value of the 2 position. If the postion does not match '_' then it will throw the error.,3,3,498ce-2a7G1-27,4,Undergraduate_Student,3,27,Male,University,United States of America,C
1969,852Ie-4C2E14-1,HIT08_54,117,128.698,Tue 2015 Jul 07 23:28:27.14,0,5,0,0,0,0,IDK,2,I really don't know if what is there would cause an issue or not.,3,3,585Eg7c9e716,5,Hobbyist,2,25,Female,Web,United States,Python
1970,844AG4g-6E-3-30,HIT08_54,117,232.129,Tue 2015 Jul 07 23:42:49.25,5,2,0,1,0,0,NO,2,The exception protected by this line will not be thrown; since the underscore is the character at that position. The test is proper.,3,3,106iG8G-9I-9-80:590CG-6G-7i-71-9,4,Professional_Developer,10,31,Male,High School;University;Web;Other work,usa,C++
1971,836cA-7A2g-770,HIT08_54,117,127.616,Wed 2015 Jul 08 00:21:51.36,3,3,0,1,0,0,NO,2,it looks like the 3rd position character is _   so the if statement will be false and line 111 won't be executed. ,3,3,647GI-5i-2i140,3,Undergraduate_Student,0,26,Female,Web,USA,n/a
1972,828IE-8A-7G-50-6,HIT08_54,117,179.249,Wed 2015 Jul 08 01:20:29.82,4,2,0,1,0,0,NO,2,This looks fine as it only tests if '_' is at character position 3 which it should always be.  Its also a primitive datatype so it should be fine to compare it like that,3,3,686GG7a1c856,5,Professional_Developer,10,35,Male,University;Web,USA,Java; Javascript
1973,820ic-5a-4E6-24,HIT08_54,117,304.442,Wed 2015 Jul 08 03:34:01.20,4,4,0,1,0,0,NO,2,Because; In the string at the third Position we have _ ; It called the exception,3,3,739Gg9c-2G37-5,3,Professional_Developer,15,37,Female,University,India,php
1974,812AC1e0C60-5,HIT08_54,117,174.063,Wed 2015 Jul 08 06:40:21.44,4,2,0,1,0,0,NO,2,The exception is not thrown because the enclosing if statement resolves to false. In the passed string; the character at position 2 is an underscore.,3,3,642ci9c-9e-580:266ee6e-1I61-3,4,Other,6,30,Male,High School;University;Web,United States of America,PHP
1975,804Gi9c-5C-3-27,HIT08_54,117,119.034,Wed 2015 Jul 08 10:36:05.10,3,3,0,1,0,0,NO,2,This clause checks the string input to see if the 3rd character from the left is an underscore and throws an error if that's not the case. The string input in this situation DOES have an underscore in the 3rd position so there will be no error thrown.,3,3,918aC-7a-9A-710,3,Professional_Developer,10,29,Male,University;Web,USA,C#
1976,796Eg-3A-1e-3-36,HIT08_54,117,173.06,Wed 2015 Jul 08 14:55:43.82,5,3,0,1,0,0,NO,2,The conditional clause (if) at line no 110-112 will not be executed since the input is not matching the condition.,3,3,966EA3a-3A1-1-5,5,Professional_Developer,8,33,Male,University;Web,India,C#
1977,788Ec3A-4g-279,HIT08_54,117,75.948,Wed 2015 Jul 08 16:59:11.73,4,2,0,1,0,0,NO,2,At this point; str.charAt(2) = _ (underscore); which fulfills the requirement of the if-statement on line 110; and therefore the exception is not thrown.,3,3,1126Ai0i0i-74-1,5,Hobbyist,15,29,Male,Web;Other Instructional books,USA,Python; JavaScript; PHP; Java
1978,109CA-2E7g533,HIT08_54,117,48.081,Fri 2015 Jul 10 20:34:59.55,5,2,0,0,0,1,YES,2,it found the '_' character and threw the exception,3,3,15GG-1G-6I44-8:1540CE2g-7G26-4,5,Professional_Developer,10,32,Male,University;Web,USA,php
1979,101ce8C-1c112,HIT08_54,117,41.335,Fri 2015 Jul 10 22:58:28.80,4,3,0,0,0,1,YES,2,the given format for that variable is wrong so,3,3,97ci7A-6e537:520EG-8e-4a-42-5,5,Graduate_Student,1,26,Female,University,India,java
1980,38Ii-4i2i5-22,HIT08_54,117,29.643,Sun 2015 Jul 12 10:37:56.37,5,4,0,1,0,0,NO,1,there is not an issue,3,3,4IC-5i7I612:81ia8g6g-3-69:10IE-1i1e662,4,Graduate_Student,1,29,Male,University,INDIA,java
1981,351Ga5A2e29-2,HIT06_51,93,325.426,Tue 2015 Jul 07 15:10:52.08,4,3,0,1,0,0,NO,1,"I think that the error above is happening because parsePrint removed some characters (it changed ""-0.0"" to ""0"").  And then assertEquals tried to compare two different strings: ""var x = -0.0"" and ""var x = 0"" - and failed because those are different strings. I'd look in the parsePrint function first if I expected assertEquals to find no difference.",1,1,42iE-7g1i478,5,Professional_Developer,10,33,Female,University;Web;Other on the job,USA,C#; SQL; javascript
1982,339cC2A0a-78-9,HIT06_51,93,930.551,Tue 2015 Jul 07 17:20:42.66,5,2,0,1,0,0,NO,1,There are no issues at line 258; it is formatted and coded correctly.,1,1,56II-1e7E-789:57CI-4g3G20-9,5,Hobbyist,9,37,Female,Web,USA,PHP
1983,333Gc3A7E-8-48,HIT06_51,93,516.055,Tue 2015 Jul 07 18:18:44.71,5,4,0,1,0,0,NO,1,no it basically appending the string.,1,1,230GE3I5a522,4,Professional_Developer,6,29,Female,University;Web,USA,JAVA
1984,327Gi-1a1i-90-9,HIT06_51,93,813.698,Tue 2015 Jul 07 20:56:28.39,4,4,0,1,0,0,NO,1,This line isn't doing a comparison like the failure says.  It is concatenating strings.,1,1,28Gc-2i-9C-18-2:442cA-6G6i-749,4,Professional_Developer,14,36,Female,University,USA,c++
1985,321Ic3G8e-36-1,HIT06_51,93,44.284,Tue 2015 Jul 07 21:41:41.88,3,4,0,1,0,0,NO,1,nothing wrong in the source code of line 258,1,1,97ci7A-6e537:520EG-8e-4a-42-5,5,Graduate_Student,1,26,Female,University,India,java
1986,315EA-8G8E705,HIT06_51,93,106.981,Tue 2015 Jul 07 23:42:33.28,5,3,0,1,0,0,NO,1,The char values of exp and mantissa seem like they are adding properly - this line should not be the issue. ,1,1,605cg-2c6g-665,3,Undergraduate_Student,2,18,Male,High School;University;Web,USA,Java
1987,309ag-3C5G094,HIT06_51,93,2308.337,Wed 2015 Jul 08 01:23:14.02,1,4,0,0,0,1,YES,1,"The if statement in line 19 has a condition that attempts to compare a char variable named ""c"" to a string ""//"" using the comparison operator ""=="". I imagine that there might be something wrong with the assertEquals call in the test but I'm not familiar enough with that method to figure it out in timely manner.",1,1,610AC-4i9c4-2-7,5,Undergraduate_Student,2,20,Male,University,USA,Ada
1988,297IE0C0C207,HIT06_51,93,1052.838,Wed 2015 Jul 08 03:28:42.53,0,4,0,0,0,0,IDK,1,I am really not sure; I would have to consult sources to figure this one out.,1,1,733ea2e-6i808,5,Hobbyist,1,26,Male,University,United States,C++
1989,291Ei-6a-8I-18-9,HIT06_51,93,27.02,Wed 2015 Jul 08 05:10:39.70,5,5,0,0,0,1,YES,1,yes,1,1,770Ce-7G-7e721,4,Hobbyist,1,26,Male,Web,INDIA,ASP.NET
1990,285GC-9c6G56-1,HIT06_51,93,127.233,Wed 2015 Jul 08 09:57:51.65,4,3,0,1,0,0,NO,1,That method is only called when the exp variable is higher than 2 (e.g. x is 1000). Since exp is less than 2; the method is never called.,1,1,881AC0I2E-625:135cI3E-7e8-86,5,Professional_Developer,7,24,Male,High School;University;Web,United States,C++;Java;PHP
1991,273Ae-4C-7c563,HIT06_51,93,82.043,Wed 2015 Jul 08 13:32:41.49,4,3,0,1,0,0,NO,1,no there is no issue.,1,1,830gA-8i-9I517,5,Professional_Developer,6,26,Male,University,india,java
1992,267gi9i0a9-8-4,HIT06_51,93,1130.906,Wed 2015 Jul 08 16:25:13.04,3,3,0,0,0,1,YES,1,"This could fail if addNumber() is called again. The parsing is kind enough to allow one E in the String to be parsed eg: ""4.7E-4"". But if you have another E like ""3.2E3E4"" it might fail.    Since there is no info on how you call addNumber(); it is tough to predict how you are running the code. ",1,1,1085iG9e-2C-6-57,5,Professional_Developer,3,24,Male,High School;University,India,Java
1993,261ca3e-9i-6-4-2,HIT06_51,93,161.827,Wed 2015 Jul 08 18:43:54.65,3,3,0,1,0,0,NO,1,Seems to be concatenated correctly; as far as I can tell.,1,1,1157ca-1E-5e-564,4,Undergraduate_Student,2,21,Male,University,USA,C
1994,255gg-8E4E432_q,HIT06_51,93,402.085,Wed 2015 Jul 08 19:25:07.39,0,4,0,0,0,0,IDK,1,Some syntax that I am unfamiliar with.,1,1,1199gG-2a-9I-60-7,3,Other,3,26,Male,University;Web,United States,VBA
1995,255gg-8E4E432,HIT06_51,93,258.288,Wed 2015 Jul 08 19:32:44.73,1,4,0,0,0,1,YES,1,It seems that the problem is that the toString is not returning anything at all because it is blank; when it should still be returning a (-)0 value,1,1,1209ci-9E-1I0-11,3,Undergraduate_Student,3,24,Male,High School;University,USA,Java
1996,243gC2I7g6-98,HIT06_51,93,813.831,Wed 2015 Jul 08 21:33:29.06,3,5,0,1,0,0,NO,1,It seems to me that the invocation of both Integer.toString and Long.toString are correct.,1,1,1249cG4e7C7-70,4,Professional_Developer,15,39,Male,University,United States,python
1997,237iG-1G0G-4-3-1,HIT06_51,93,1316.292,Wed 2015 Jul 08 22:20:27.43,4,4,0,0,0,1,YES,1,I believe there is an issue with the call because of an if statement within the add method itself.,1,1,1270GI8C5i-6-19,5,Undergraduate_Student,9,27,Male,High School;University;Web,USA,c++
1998,36eE-4g2c001,HIT06_51,93,245.187,Fri 2015 Jul 10 21:24:49.16,2,5,0,1,0,0,NO,1,line 258 executes only when the exp value is greater than 2 and the function add tends to add exp value to mantissa value.hence in this case there can be no NULL value as a result .,1,1,75IG0G-7C6-30:286AC-3A-2g0-74:3aI0C8I-9-2-5,4,Professional_Developer,9,33,Female,University,india,PHP
1999,34eg-4g1G-5-38,HIT06_51,93,19.693,Sat 2015 Jul 11 10:16:26.61,3,4,0,1,0,0,NO,3,good skill,1,1,44iA1A8E-495,4,Graduate_Student,3,28,Female,University,india,perl
2000,29CA-5C6g71-2,HIT06_51,93,420.034,Sat 2015 Jul 11 12:21:16.63,1,4,0,1,0,0,NO,2,I do not see any obvious errors; but not sure what it's really doing. ,1,1,1506IC2A8e2-20:615gC7g-8i-21-3:85aA-1G-5e8-11:89cG-4a4I-5-15,5,Undergraduate_Student,4,23,Male,University,USA,Java
2001,939iE0a-6i-8-90,HIT08_54,126,170.089,Tue 2015 Jul 07 15:11:06.44,5,3,0,1,0,0,NO,1,Because char at 5 != '_' and the conditions above it all follow,3,3,56gc-4g1E-7-43,5,Undergraduate_Student,3,18,Male,High School;University,United States of America,Java
2002,931GE8c7c78-7,HIT08_54,126,727.063,Tue 2015 Jul 07 15:30:59.63,5,2,0,0,0,1,YES,1,There are 2 underscores instead of one and the character that  is checked is not an underscore. ,3,3,74iC-2e-1C5-78,4,Undergraduate_Student,6,21,Male,High School;University;Web,Romania,Java
2003,923ie-8a-4i20-7,HIT08_54,126,489.064,Tue 2015 Jul 07 16:03:12.16,4,3,0,1,0,0,NO,1,Per the documentation; fr__POSIX isn't valid input and the error should have been thrown. Also; the conditional at line 121 wouldn't have been hit -- the clause at 115 would have been triggered because ch3 would be an underscore.,3,3,172Cg2C7i-8-1-4,3,Graduate_Student,6,33,Female,High School;University;Other work,US,Java
2004,907ac-8c-9E299,HIT08_54,126,120.259,Tue 2015 Jul 07 16:59:25.99,1,4,0,0,0,1,YES,1,'_' doesn't look like real code to me,3,3,259AI0i0a84-8,3,Hobbyist,0,50,Female,Web,US,none
2005,899iC-3g9I-646,HIT08_54,126,3235.068,Tue 2015 Jul 07 19:08:27.03,5,3,0,1,0,0,NO,1,The test case string is not a valid locale format. It is missing the country code argument that is required between the two underscores. ,3,3,356aC-2E-3i-1-9-2,4,Hobbyist,1,31,Female,University;Web,United States,BASH
2006,891IC1i5G0-6-5,HIT08_54,126,140.142,Tue 2015 Jul 07 19:29:06.94,0,5,0,0,0,0,IDK,1,Unsure of what the issue is.,3,3,426AC1I-8a919,3,Other,2,23,Female,University,USA,HTML
2007,883CE8c7G-86-8,HIT08_54,126,801.37,Tue 2015 Jul 07 20:46:47.21,5,2,0,1,0,0,NO,1,The string fr__POSIX has a length greater than or equal to 7; has lowercase letters as positions 0 & 1; has an underscore at position 2; and has a non-uppercase character at position 3 (which is another underscore). Therefore; considering the conditional statements; the exception will be thrown at line 116. The character in position 5 is indeed not an underscore; but the exception at line 116 prevents things from getting this far.,3,3,474ic-2g1i-23-3,5,Undergraduate_Student,20,34,Male,High School;University;Web;Other Books,USA,PHP
2008,867CI-3g-2a-788,HIT08_54,126,452.866,Tue 2015 Jul 07 21:16:07.09,5,2,0,1,0,0,NO,1,The source of the exception is line 116 since ch3 = str.charAt(3); and ch3 == '_' and '_' > 'Z',3,3,509ag3C6G-120,4,Professional_Developer,10,27,Male,University;Web,United States,JavaScript
2009,859AG-4c-9G-1-3-1,HIT08_54,126,1638.03,Tue 2015 Jul 07 22:14:53.18,5,3,0,1,0,0,NO,1,The code doesn't get to the conditional clause between lines 121 and 123.     The exception is thrown at line 116; because character 3 in the input string is an underscore; which is greater than Z.  The condition for the if at line 115 is true.  ,3,3,516eI-1a3E900,4,Other,20,44,Male,Web,USA,JavaScript; PHP
2010,875gg-7e0A-1-4-8,HIT08_54,126,8252.856,Tue 2015 Jul 07 23:03:27.33,2,4,0,1,0,0,NO,1,local library should be available,3,3,478CA-3g0a-1-4-2,3,Graduate_Student,2,26,Male,University,USA,java
2011,851ac6e-8g-8-3-7,HIT08_54,126,209.533,Tue 2015 Jul 07 23:12:30.65,5,2,0,0,0,1,YES,1,This exception occur because french locale is not found in the target system.  Because of this is an IllegalArgumentException this will match the conditional clause between the lines 121 and 123.,3,3,594eG-2e-7C12-9,3,Hobbyist,10,29,Male,High School;University;Web,India,VB.net; MQL4
2012,843EG-1I8i-68-2,HIT08_54,126,394.223,Tue 2015 Jul 07 23:48:07.03,5,1,0,0,0,1,YES,1,"str.charAt(5) = ""O"" since ""fr__P"" already charAt count as 0;1;2;3;4 so ""O"" is the 5th character which triggers the failure.",3,3,611eg3E-4C-3-1-2,3,Professional_Developer,14,37,Male,University;Web,PHILIPPINES,PHP; VBA
2013,835AE-6e2a740,HIT08_54,126,397.038,Wed 2015 Jul 08 00:32:46.88,5,2,0,1,0,0,NO,1,it's just been fed a bad input; the code is correct; the input is not. ,3,3,645ca0i0i87-5:419ee1I0A201,5,Professional_Developer,20,25,Male,High School;University;Other i really dont remember a time when i couldnt,USA,c++
2014,827eI9a1g-433,HIT08_54,126,148.366,Wed 2015 Jul 08 01:22:14.40,3,3,0,1,0,0,NO,1,i don't see any issue. an exception will thrown if the condition satisies,3,3,690eg9E3e-97-9,3,Professional_Developer,2,23,Male,University,india,java;html
2015,819gC-8a1g-608,HIT08_54,126,216.469,Wed 2015 Jul 08 03:30:52.73,5,2,0,0,0,1,YES,1,"Because the clause between the lines is dealing with the charAt(5); which is 6 when 1-indexed; which in the string ""fr__POSIX"" is the character 'O' which is not a '_'.",3,3,741Ec-1c3C-7-2-5,3,Undergraduate_Student,6,26,Male,University;Web,United States,Python
2016,811Ee-2I-7c-3-1-3,HIT08_54,126,738.796,Wed 2015 Jul 08 08:24:02.56,5,1,0,1,0,0,NO,1,"The conditional clause between lines 121 and 123 is not executed during this test; so it is unrelated to this failure.    The test uses the string ""fr__POSIX"" which contains a double underscore. Looking through the code; the conditional statement on line 115 is triggered by the second underscore at index [3]; causing an IllegalArgumentException.    As far as I can tell; the source code is written correctly. The input should not have a double underscore (it appears to be missing the Country Code); so the IllegalArgumentException should be expected.",3,3,815aA-9g-4e44-8:182Ae3g-6i-30-5,5,Professional_Developer,5,29,Male,University;Other On the job,USA,Python; SQL; Java
2017,803ia-7I0A508,HIT08_54,126,2740.38,Wed 2015 Jul 08 11:46:09.76,5,1,0,0,0,1,YES,1,"The character of the input at location 5 does not equal ""_"" thus the if statement is true and it is programmed to throw the IllegalArgumentException error",3,3,941eE-4G9i-56-4:283Aa7E0I474,3,Undergraduate_Student,5,21,Male,High School;University,United States,Java
2018,795AG8c-7E-929,HIT08_54,126,427.49,Wed 2015 Jul 08 15:04:17.33,5,2,0,0,0,1,YES,1,"It throws that if the charAt(5) is not a ""_"" and for your string ""fr__POSIX""; the charAt(5) for that is ""O"" so it meets those conditions.    Hey but do you know what would be really easy; make small changes to each of the throw exceptions so you can see which one is being called; maybe instea of ""Invalud locale format"" you say ""The 6th character isn't a _.""",3,3,1057Ce-9i-9E-105,4,Undergraduate_Student,2,20,Male,University,United States,C++
2019,787ei0G-5C-92-5,HIT08_54,126,422.812,Wed 2015 Jul 08 18:33:35.67,5,1,0,0,0,1,YES,1,"The 5th indexed character in ""fr__POSIX"" is 'O'. It is not equal to '_' and an error is thrown. However in lines 115-117 it checks for char 3 not being greater than 'Z'. An underscore is greater than Z in ascii value; so this error would be thrown as well.",3,3,1157ca-1E-5e-564,4,Undergraduate_Student,2,21,Male,University,USA,C
2020,108Ic-3G6A8-41,HIT08_54,126,568.15,Fri 2015 Jul 10 20:46:53.68,5,1,0,0,0,1,YES,1,"In reviewing the previous conditionals that inspect the string; they do not satisfy any condition that would throw the exception for string ""fr__POSIX"".  However; since the fifth character of that string is ""P"".  Since that is not an underscore (_); the condition dictates that the IllegalArgumentException be thrown.",3,3,45ea8E6e0-10:95cg-5I0I151,4,Professional_Developer,22,37,Male,High School;University;Web,United States,C#; PL/SQL; SQL; Java; JavaScript; PHP
2021,939iE0a-6i-8-90,HIT08_54,118,46.514,Tue 2015 Jul 07 15:11:52.95,5,2,0,1,0,0,NO,2,because string character at 2 == '_' since string starts at 0,1,1,56gc-4g1E-7-43,5,Undergraduate_Student,3,18,Male,High School;University,United States of America,Java
2022,931GE8c7c78-7,HIT08_54,118,280.364,Tue 2015 Jul 07 15:35:40.00,4,2,0,1,0,0,NO,2,No;  there should not be any problem;  an underscore is expected there. ,1,1,74iC-2e-1C5-78,4,Undergraduate_Student,6,21,Male,High School;University;Web,Romania,Java
2023,923ie-8a-4i20-7,HIT08_54,118,161.959,Tue 2015 Jul 07 16:05:54.12,4,1,0,1,0,0,NO,2,str has been validated as not null. The length has been confirmed to be either 5 or more than 7 (and besides; the failure is an illegal argument; not a null pointer). Finally; the char at position 2 is indeed an underscore; so this test would have passed.,1,1,172Cg2C7i-8-1-4,3,Graduate_Student,6,33,Female,High School;University;Other work,US,Java
2024,907ac-8c-9E299,HIT08_54,118,45.236,Tue 2015 Jul 07 17:00:11.22,1,4,0,0,0,1,YES,2,'_' looks like a face and not code?,1,1,259AI0i0a84-8,3,Hobbyist,0,50,Female,Web,US,none
2025,899iC-3g9I-646,HIT08_54,118,773.117,Tue 2015 Jul 07 19:21:20.14,4,2,0,1,0,0,NO,2,No; method invocation issues would start at 113-115 because that is where it checks for the country code in the test case. This is where the checks begin to fail.,1,1,356aC-2E-3i-1-9-2,4,Hobbyist,1,31,Female,University;Web,United States,BASH
2026,891IC1i5G0-6-5,HIT08_54,118,51.407,Tue 2015 Jul 07 19:29:58.34,0,5,0,0,0,0,IDK,2,I have not worked with Java in a long time and do not really remember how to check the code.,1,1,426AC1I-8a919,3,Other,2,23,Female,University,USA,HTML
2027,883CE8c7G-86-8,HIT08_54,118,296.702,Tue 2015 Jul 07 20:51:43.91,5,1,0,1,0,0,NO,2,'fr__POSIX'.charAt(2) is equal to '_'; thus the conditional ('fr__POSIX'.charAt(2) != '_') evaluates to false; and thus the code at line 111 doesn't throw an exception.,1,1,474ic-2g1i-23-3,5,Undergraduate_Student,20,34,Male,High School;University;Web;Other Books,USA,PHP
2028,867CI-3g-2a-788,HIT08_54,118,97.605,Tue 2015 Jul 07 21:17:44.69,5,1,0,1,0,0,NO,2,str.charAt(2) does in fact equal to '_',1,1,509ag3C6G-120,4,Professional_Developer,10,27,Male,University;Web,United States,JavaScript
2029,859AG-4c-9G-1-3-1,HIT08_54,118,126.18,Tue 2015 Jul 07 22:16:59.36,5,1,0,1,0,0,NO,2,The second character (counting from zero) is an underscore; so the condition at line 110 is false.  The exception is thrown at line 116 because character three is an underscore.,1,1,516eI-1a3E900,4,Other,20,44,Male,Web,USA,JavaScript; PHP
2030,851ac6e-8g-8-3-7,HIT08_54,118,273.242,Tue 2015 Jul 07 23:17:03.89,4,2,0,1,0,0,NO,2,I don't think line 110 is not related to this failure.,1,1,594eG-2e-7C12-9,3,Hobbyist,10,29,Male,High School;University;Web,India,VB.net; MQL4
2031,875gg-7e0A-1-4-8,HIT08_54,118,818.995,Tue 2015 Jul 07 23:17:06.33,4,3,0,1,0,0,NO,2,it invoked an exception illegalarguementexception after satisfying the if condition.,1,1,478CA-3g0a-1-4-2,3,Graduate_Student,2,26,Male,University,USA,java
2032,843EG-1I8i-68-2,HIT08_54,118,284.078,Tue 2015 Jul 07 23:52:51.11,5,1,0,1,0,0,NO,2,Line 104 conditions triggers the failure error.,1,1,611eg3E-4C-3-1-2,3,Professional_Developer,14,37,Male,University;Web,PHILIPPINES,PHP; VBA
2033,835AE-6e2a740,HIT08_54,118,80.088,Wed 2015 Jul 08 00:34:06.97,5,3,0,1,0,0,NO,2,str.charAt(2) here is _ in this input; so there's no exception thrown here.,1,1,645ca0i0i87-5:419ee1I0A201,5,Professional_Developer,20,25,Male,High School;University;Other i really dont remember a time when i couldnt,USA,c++
